customer_id,name,age,email,city,signup_date,salary
232,Amit,21,amit@yahoo.com,Bangalore,2023-08-08 0:00:00,
233,Sara,,saragmail.com,Delhi,2024-02-05 0:00:00,108394
234,Priya,141,priyagmail.com,Delhi,2022-11-18 0:00:00,102767
235,Priya,52,priya@outlook.com,,2024-08-14 0:00:00,374089
236,,,invalid_email,Mumbai,,
237,Rahul,-5,rahul@gmail.com,delhi,2024-02-01 0:00:00,450702
238,John,-9,john@outlook.com,Delhi,2024-02-15 0:00:00,
239,Sara,66,sara@outlook.com,Kolkata,2023-06-09 0:00:00,287788
240,Rahul,,rahul@gmail.com,delhi,2022-04-16 0:00:00,
241,Ankit,24,ankit@yahoo.com,Chennai,2023-04-22 0:00:00,220639
242,Riya,,riya@gmail.com,Delhi,2024-07-12 0:00:00,
243,Amit,40,amit@yahoo.com,,2023-05-25 0:00:00,106467
244,Neha,59,neha@outlook.com,delhi,,90507
245,Rahul,44,invalid_email,Bangalore,2022-09-01 0:00:00,
246,Ankit,,ankit@yahoo.com,,2023-04-23 0:00:00,118865
247,Amit,113,amit@yahoo.com,Chennai,2023-02-16 0:00:00,
248,Amit,22,amit@yahoo.com,Chennai,2022-12-14 0:00:00,96520
249,Neha,35,neha@gmail.com,Kolkata,2022-11-12 0:00:00,25551
250,John,-2,john@yahoo.com,Mumbai,2023-07-09 0:00:00,387956
251,Riya,,riya@yahoo.com,Delhi,,
252,Neha,-7,neha@gmail.com,Delhi,2024-09-11 0:00:00,
253,,-1,invalid_email,,2024-04-07 0:00:00,492168
254,Ankit,-3,ankit@outlook.com,delhi,2023-04-23 0:00:00,323615
255,Neha,-1,neha@outlook.com,Chennai,,497626
256,Rahul,22,rahul@outlook.com,delhi,2024-03-11 0:00:00,
257,Sara,68,sara@outlook.com,Mumbai,2022-09-24 0:00:00,55815
258,John,,john@gmail.com,Bangalore,2023-05-18 0:00:00,
259,Rahul,38,rahul@outlook.com,MUMBAI,2023-07-04 0:00:00,
260,Priya,-3,priya@gmail.com,MUMBAI,2022-07-10 0:00:00,52099
261,Riya,,riya@yahoo.com,Chennai,2022-08-27 0:00:00,79749
262,,20,invalid_email,delhi,2024-01-08 0:00:00,261294
263,Rahul,55,rahul@gmail.com,Kolkata,,
264,,19,invalid_email,delhi,2023-06-27 0:00:00,65834
265,Riya,21,riya@outlook.com,Delhi,2022-10-01 0:00:00,45793
266,Neha,,neha@yahoo.com,Delhi,2023-12-10 0:00:00,
267,,-10,invalid_email,Mumbai,2022-08-22 0:00:00,388924
268,Neha,107,nehagmail.com,Chennai,2022-07-28 0:00:00,60335
269,John,31,john@outlook.com,Kolkata,2023-10-07 0:00:00,60685
270,Sara,28,saragmail.com,Chennai,2024-06-18 0:00:00,474905
271,John,39,john@yahoo.com,Chennai,2023-12-12 0:00:00,77016
272,Priya,,priya@outlook.com,Mumbai,2022-05-05 0:00:00,80693
273,Rahul,135,rahul@outlook.com,Delhi,2023-09-14 0:00:00,30087
274,Amit,28,amit@outlook.com,Delhi,2023-06-10 0:00:00,
275,Ankit,70,ankit@outlook.com,,2024-04-16 0:00:00,232154
276,Rahul,,invalid_email,Bangalore,2023-10-31 0:00:00,
277,Riya,49,riya@gmail.com,Bangalore,2023-04-04 0:00:00,382376
278,Amit,136,amit@yahoo.com,Bangalore,2024-02-02 0:00:00,369120
279,Ankit,,ankit@yahoo.com,Chennai,2024-07-30 0:00:00,
280,Sara,,sara@outlook.com,Mumbai,2024-02-15 0:00:00,60784
281,Amit,37,amit@yahoo.com,delhi,,22167
282,Riya,,riya@yahoo.com,Chennai,,
283,,131,invalid_email,MUMBAI,2023-06-16 0:00:00,
284,Sara,-2,sara@outlook.com,delhi,,
285,,,invalid_email,Mumbai,2022-12-15 0:00:00,75937
286,Amit,,amit@yahoo.com,MUMBAI,2022-03-03 0:00:00,26624
287,Amit,41,amit@gmail.com,,,71182
288,Ankit,-9,ankit@gmail.com,delhi,2022-04-13 0:00:00,82524
289,Priya,-7,priya@gmail.com,MUMBAI,2023-08-24 0:00:00,
290,John,67,john@gmail.com,,2022-12-01 0:00:00,
291,Neha,143,neha@yahoo.com,Kolkata,2022-08-03 0:00:00,355397
292,John,-8,john@yahoo.com,Delhi,2024-02-21 0:00:00,
293,Priya,,priya@gmail.com,Bangalore,2024-08-03 0:00:00,472630
294,Priya,-1,priya@outlook.com,,2023-10-24 0:00:00,
295,John,,johngmail.com,Bangalore,2023-08-31 0:00:00,
296,John,128,john@yahoo.com,MUMBAI,2022-07-24 0:00:00,
297,Priya,,priya@gmail.com,Kolkata,2024-07-26 0:00:00,
298,Amit,121,amit@outlook.com,Mumbai,2023-09-02 0:00:00,69708
299,,124,invalid_email,MUMBAI,2023-02-12 0:00:00,
300,John,124,johngmail.com,,2022-12-06 0:00:00,437934
301,,147,invalid_email,Bangalore,2022-02-22 0:00:00,48626
302,Priya,64,priyagmail.com,Bangalore,2024-08-27 0:00:00,40444
303,Priya,29,priya@gmail.com,Mumbai,2023-06-21 0:00:00,42282
304,Sara,,sara@gmail.com,Bangalore,2022-03-16 0:00:00,
305,Priya,41,priya@outlook.com,Chennai,2022-04-05 0:00:00,
306,John,50,john@gmail.com,Mumbai,2024-01-07 0:00:00,
307,Neha,,neha@gmail.com,Bangalore,2023-01-20 0:00:00,379583
308,Amit,131,amitgmail.com,Chennai,2024-08-14 0:00:00,293639
309,Amit,,amit@gmail.com,Delhi,2022-03-24 0:00:00,56277
310,Ankit,133,ankit@gmail.com,Delhi,2022-08-01 0:00:00,
311,Amit,-9,amitgmail.com,delhi,2024-07-17 0:00:00,223299
312,Riya,-5,riya@outlook.com,,2024-06-04 0:00:00,
313,Riya,68,riya@yahoo.com,,2022-08-21 0:00:00,113968
314,Riya,,riya@gmail.com,Chennai,2024-08-10 0:00:00,
315,Rahul,-7,rahul@gmail.com,delhi,2024-05-07 0:00:00,446674
316,Sara,-3,sara@outlook.com,Bangalore,2024-01-18 0:00:00,451016
317,,-9,invalid_email,Kolkata,2024-06-10 0:00:00,21111
318,Amit,,amit@outlook.com,Delhi,2023-02-08 0:00:00,56538
319,Ankit,127,ankit@outlook.com,Kolkata,,
320,Ankit,-7,ankit@outlook.com,Delhi,2023-04-21 0:00:00,486066
321,Ankit,141,ankitgmail.com,Mumbai,2023-05-10 0:00:00,95417
322,Riya,-2,riya@outlook.com,,2022-10-15 0:00:00,66976
323,Neha,,neha@gmail.com,Kolkata,2022-02-18 0:00:00,111686
324,Ankit,119,ankit@gmail.com,Kolkata,2024-06-28 0:00:00,
325,Sara,137,sara@yahoo.com,Chennai,2023-01-26 0:00:00,20306
326,Rahul,22,rahul@gmail.com,Bangalore,2024-01-30 0:00:00,
327,Rahul,,rahul@yahoo.com,delhi,,287376
328,Ankit,-2,invalid_email,Mumbai,2023-06-19 0:00:00,62553
329,Sara,137,sara@outlook.com,delhi,2024-06-09 0:00:00,89816
330,Ankit,123,ankit@outlook.com,Delhi,2024-03-26 0:00:00,49659
331,Amit,102,invalid_email,Kolkata,2024-04-15 0:00:00,
332,Priya,-10,priya@outlook.com,Chennai,2022-03-26 0:00:00,
333,Sara,127,sara@yahoo.com,Bangalore,2023-10-01 0:00:00,114844
334,Riya,137,riyagmail.com,Mumbai,2022-04-10 0:00:00,280501
335,Priya,120,priya@outlook.com,Delhi,2024-07-24 0:00:00,36870
336,Priya,,priya@outlook.com,Bangalore,2024-09-10 0:00:00,211624
337,Ankit,125,ankit@yahoo.com,Bangalore,2022-10-21 0:00:00,23992
338,Amit,67,invalid_email,Kolkata,2023-06-21 0:00:00,
339,Priya,21,priya@gmail.com,MUMBAI,2024-08-25 0:00:00,
340,John,44,john@outlook.com,Kolkata,2022-03-01 0:00:00,210555
341,Sara,134,sara@yahoo.com,MUMBAI,2023-06-05 0:00:00,43122
342,Neha,,neha@outlook.com,Delhi,2023-05-18 0:00:00,
343,John,111,john@gmail.com,Kolkata,2022-09-18 0:00:00,
344,Rahul,,rahul@yahoo.com,,2024-03-27 0:00:00,55455
345,Sara,53,invalid_email,Kolkata,2022-02-20 0:00:00,101893
346,,-3,invalid_email,,2022-08-11 0:00:00,54920
347,,,invalid_email,Chennai,2022-12-14 0:00:00,260696
348,Sara,-7,sara@yahoo.com,delhi,2022-11-10 0:00:00,82699
349,Ankit,-6,ankit@outlook.com,Chennai,2022-04-07 0:00:00,
350,Sara,136,sara@outlook.com,Delhi,2023-09-26 0:00:00,333020
351,Rahul,50,rahul@gmail.com,,2023-04-19 0:00:00,
352,Sara,-8,invalid_email,Delhi,2022-12-30 0:00:00,83249
353,Ankit,22,ankit@gmail.com,MUMBAI,2023-01-18 0:00:00,105240
354,,128,invalid_email,MUMBAI,2022-04-23 0:00:00,117658
355,Ankit,,ankit@outlook.com,,2022-08-06 0:00:00,249065
356,Amit,-2,amit@gmail.com,Bangalore,2023-01-10 0:00:00,407765
357,Sara,-7,invalid_email,,2023-01-16 0:00:00,
358,Ankit,113,ankit@yahoo.com,Mumbai,2024-07-10 0:00:00,215353
359,,56,invalid_email,MUMBAI,,49348
360,Ankit,-9,ankit@gmail.com,,2023-04-10 0:00:00,321808
361,,44,invalid_email,Kolkata,2022-01-15 0:00:00,
362,Neha,145,nehagmail.com,Chennai,2022-11-25 0:00:00,478317
363,Sara,32,sara@gmail.com,Mumbai,2022-03-01 0:00:00,
364,Neha,143,invalid_email,delhi,2024-06-18 0:00:00,416475
365,Riya,,riya@yahoo.com,Chennai,2023-01-24 0:00:00,
366,Amit,-5,amit@gmail.com,MUMBAI,2023-02-20 0:00:00,89479
367,John,136,john@gmail.com,Bangalore,2024-05-10 0:00:00,
368,Amit,122,amit@yahoo.com,Bangalore,2024-05-08 0:00:00,
369,Amit,40,amit@gmail.com,delhi,2024-07-28 0:00:00,223653
370,Rahul,150,rahulgmail.com,MUMBAI,2022-06-25 0:00:00,
371,Priya,-5,priya@outlook.com,Kolkata,2022-05-02 0:00:00,
372,Neha,55,neha@outlook.com,Kolkata,2022-08-21 0:00:00,256921
373,Rahul,,rahulgmail.com,delhi,2022-05-04 0:00:00,
374,,18,invalid_email,Bangalore,2023-07-14 0:00:00,311007
375,Neha,27,neha@outlook.com,Delhi,2023-08-13 0:00:00,
376,John,,john@yahoo.com,Mumbai,2023-01-22 0:00:00,396173
377,Priya,33,priya@outlook.com,,2024-02-04 0:00:00,23103
378,Neha,-10,invalid_email,Chennai,2022-10-10 0:00:00,
379,Riya,112,riya@yahoo.com,,2022-01-20 0:00:00,231213
380,Neha,144,neha@outlook.com,Bangalore,,81433
381,Amit,105,amit@yahoo.com,delhi,2022-01-06 0:00:00,101017
382,Amit,18,amit@outlook.com,,2024-06-14 0:00:00,39374
383,Ankit,-4,ankit@yahoo.com,Chennai,2023-04-06 0:00:00,
384,Rahul,26,rahul@yahoo.com,Delhi,2022-04-11 0:00:00,60345
385,Amit,-3,amit@outlook.com,MUMBAI,2022-01-08 0:00:00,274222
386,Neha,-6,neha@outlook.com,delhi,2024-05-12 0:00:00,36531
387,,,invalid_email,Mumbai,2024-04-11 0:00:00,47277
388,Amit,142,amit@gmail.com,Mumbai,2022-03-12 0:00:00,386587
389,Riya,63,riya@outlook.com,Mumbai,2022-08-04 0:00:00,42236
390,Riya,,riya@yahoo.com,Chennai,2024-06-16 0:00:00,464923
391,Riya,-9,riya@gmail.com,,2023-06-25 0:00:00,
392,,121,invalid_email,Delhi,2024-05-12 0:00:00,41874
393,Ankit,-9,ankit@outlook.com,Bangalore,2022-07-12 0:00:00,263071
394,John,-9,john@yahoo.com,Bangalore,2023-09-20 0:00:00,71260
